#OTUID ID	taxonomy	Confidence
034928960ab92759247d388946aa9b92	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillaceae;s__	0.737394840128272
0353d4d40b1319a21a98caedcbc8d347	d__Bacteria;p__Firmicutes;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__	0.9999999532520303
0364fcad62cf9369045e22447f4111b4	d__Bacteria;p__Spirochaetota;c__MVP-15;o__MVP-15;f__MVP-15;g__MVP-15;s__	0.9999999999877076
0365061cec9e9c356c86a52eefea61a3	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sphaerochaeta;s__	0.9999973965162423
036860246a0d6314ba3390cdf426dad9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	0.9999999881902452
036a377eaa4c6c2e246557abbbefa309	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiales;g__Methanomicrobiales;s__	0.9956020490937668
036afc1f748e5d02f3fffdc2a96bcf30	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae	0.9051908998656143
0377a9925e6feb9c05bcec269e9d578b	d__Bacteria;p__Caldatribacteriota;c__JS1;o__JS1;f__JS1;g__JS1;s__	0.9912398892252761
037ddbcc176a96b7782cd38a95191be5	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__Babeliaceae;s__	0.7974668130402272
038522b3b246665df043459ce6a5bf94	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__A0839;g__A0839;s__	0.9999999852117157
0388d55732c4c006a4c8233823ed5cb0	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast;s__	0.9999835041102796
038ad1fd2225a7784293bff1b5eacb53	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae	0.9922637862030876
038b01ee10e91a6d0bd0cb7901979477	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Lineage_IV;f__Lineage_IV;g__Lineage_IV;s__	0.9999999977992786
038e64116da14b724978114476a88aee	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Subgroup_9;f__Subgroup_9;g__Subgroup_9;s__	0.9984590057237597
039175a5d27e22c567f19b41c9d377d2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.7154398091058256
0392e0faedc44871cd24d42cbd909251	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_vadinHA17;g__Bacteroidetes_vadinHA17;s__	0.9996067888905649
0393dcf22057ac6462fe2f5bc5215268	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae	0.9999999987964855
03981ed43c7da34a373fbf6c87445ff9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.7947526994483923
03a1bc7486ac23fc9a812679cf40441d	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasmataceae;s__	0.9999999964852577
03af08d6387e4a38957bbd7ef034701c	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae	0.9842827078593148
03b51ab73b7c471ab6499715367f14cf	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B);f__SAR324_clade(Marine_group_B);g__SAR324_clade(Marine_group_B);s__	0.7638980549337567
03b5f1bb93cdc26e85f12b9a7bba6de2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__GWF2-29-10;g__GWF2-29-10;s__	0.9984301352894741
03b651f74b390a5dc839b04b8e048ec7	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__	0.9957750748118255
03baf9ab686078a2231741a50f6bbd4a	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Lineage_IV;f__Lineage_IV;g__Lineage_IV;s__	0.9999999995443432
03c95bee30276e4b8b5ce23f772f39f2	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__uncultured;s__	0.9577412787562003
